tagID;tagValue
367;my_favorite_music
368;mexican
369;kylie
370;favorite
371;r_and_b
372;pop
373;i_luv_this
374;teen
375;metalcore
376;metalcore
377;nintendo_core
378;deathcore
379;bosnian_thrashcore
380;metalcore
381;thrashcore
382;death_metal
383;modern_melodic_metal
384;death_metal
385;death_metal
386;heavy_metal
387;progressive_rock
388;rock
389;brit_pop
390;indsutrial
391;shoegaze
392;rock
393;dream_pop
394;punk
395;romantic
396;electronic
397;alterntative_rock
398;alternative
399;pop
400;talent
401;pop
402;pop
403;pop
404;girlgroup
405;soundtrack
406;brazilian
407;genial
408;female_vocalist
409;guitar
410;albums_i_own
411;andre_matos
412;best_band_ever
413;great_singer
414;melodic_metal
415;nwobhm
416;00s
417;rock
418;cover
419;metal_
420;sao_paulo
421;best_singer_ever
422;male_vocalist
423;helloween
424;progressive
425;pastel
426;depressive
427;hangar
428;jau
429;babi_fernandes_nadaleto
430;rock
431;hugo_mariutti
432;brazilian
433;cover
434;adrian_dragassakis
435;breyla_iv
436;angra
437;rafael_bittencourt
438;animal
439;fodinha
440;clasical
441;rock
442;sludge
443;new_age
444;progessive_metal
445;blues_rock
446;grunge
447;favourites
448;my_favourite_songs
449;solar_stone
450;world
451;sophie_ellis_bextor
452;plaid
453;adymus
454;dj_tony_venilman
455;guru_josh_project
456;wolfgang_gartner
457;dj_disciple
458;dj_eco
459;danjo
460;rozza
461;dj_walus
462;the_touch
463;nate_wollman
464;eliess
465;amntqnn_onratob
466;david_amo
467;dj_antonio
468;art_meson
469;dan_stone
470;kurd_maverick
471;andrew_wooden
472;spirit_catcher
473;that_mucho
474;ernesto_vs_bastian
475;anjunabeats
476;julien_creance
477;silent_intensity
478;transa
479;radio_romania
480;radio
481;american
482;sasha
483;party
484;rick_astley
485;thomas_newman
486;smile
487;poison
488;runner_runner
489;taylor_momsen
490;all_time_low
491;nothing_personal
492;kesha
493;glee
494;synth_pop
495;new_wave
496;80s
497;80s
498;80s
499;melodic
500;brilliant
501;pet_shop_boys
502;80s
503;live
504;synth_pop
505;80s
506;90s
507;10s
508;romantic
509;dance
510;80s
511;english
512;romantic
513;nostalgic
514;depeche_mode
515;80s
516;romantic
517;80s
518;hungarian
519;eighties
520;romance
521;disco
522;remix
523;nordic
524;great
525;genious
526;piano
527;classic
528;folk
529;contemporany
530;chile
531;guitar
532;too_slow_amarok
533;renaissance
534;impressionist
535;baroque
536;minimal
537;folk
538;80s
539;strings___organs__rubber_wind
540;djent
541;japanese
542;avantgarde
543;rock
544;composers
545;classical
546;jazz
547;fusion
548;c
549;hard_rock
550;hip_hop
551;hip_hop
552;weeabo
553;wigger
554;lastfm_elitist_repellent
555;industrial
556;musique_concrete
557;easy_listening
558;masturbation
559;rap
560;best_albums
561;ep
562;futuremelon
563;terrorbanana
564;trance
565;dark
566;pop
567;rave
568;goa
569;german
570;techno
571;techno
572;trance
573;pop
574;ambient
575;new_wave
576;alpha_quadrant
577;industrial
578;ambient
579;electronic
580;dance
581;boring
582;goff
583;pissbass
584;new_kid_on_the_block
585;techno
586;science_fiction
587;trance
588;psychedelic
589;star_trek
590;new_wave
591;borg
592;trance
593;electronic
594;old_shit
595;war
596;trance
597;combichrist
598;portion_control
599;cyber
600;pop
601;swedish
602;pop
603;hardstyle
604;norwegian
605;gabber
606;multiple_artists
607;dutch
608;italian
609;trance
610;childhood
611;canadian
612;rock
613;powernoise
614;belgian
615;heavy_metal
616;thrash_metal
617;metal
618;on_frozen_fields
619;metal
620;metal
621;metal
622;best_of_the_best
623;depression
624;house
625;soul
626;drum_and_bass
627;podcast
628;wtf
629;disappointment
630;timbaland_killed_my_carrer
631;minimal
632;rihanna
633;miley_cyrus
634;american
635;shakira
636;britney_spears
637;tecno
638;r&b
639;queen
640;urban
641;top_40
642;guilty_pleasure
643;teen
644;tech
645;era
646;ass
647;00s
648;thalia
649;sex_symbol
650;jlo
651;teen
652;rap
653;rock
654;ashley_tisdale
655;selena_gomez_in_the_scene
656;jeffree_star
657;katy_perry
658;lady_gaga
659;mi_delirio
660;woman
661;ballad
662;perfect
663;riri
664;christina_aguilera
665;xtina
666;not_myself_tonight
667;bionic
668;copa
669;romantic
670;girl_power
671;why_on_earth_is_this_just_a_bonus_track
672;raining_men
673;supersonic
674;rated_r
675;te_amo
676;sweet_
677;pop_rock
678;bestrihanna
679;gggb
680;favoritesong
681;good_girl_gone_bad
682;tip_pon_toe
683;country
684;punk
685;nickelodeon
686;idol
687;abba
688;pop
689;madonna
690;swedish
691;favorite_by_this_group
692;melhor_cantora_europeia_de_todos_os_tempos
693;brazilian
694;ana_carolina
695;oldies
696;70s
697;best_of_all
698;romantic
699;trilha_sonora
700;60s
701;beyonce
702;smooth
703;pop
704;ackles
705;f_u_c_k_me
706;00s
707;brazilian
708;get_stupid
709;80s
710;the_best_of_madonna
711;70s
712;gospel
713;best_song_ever
714;sweden
715;roxette
716;joyride
717;scandinavian
718;christmas
719;gossip_girl
720;salsa
721;trumpet
722;colombia
723;reggaeton
724;happy
725;vivaldi
726;romantic
727;female_vocalist
728;rock
729;concerto
730;romantic
731;barroco
732;antonio_vivaldi
733;barroco_favorito
734;latin
735;70s
736;dance
737;lyrics
738;nu_metal
739;swedish
740;brutal_deathgrind
741;grindcore
742;death_metal
743;death_metal
744;metalcore
745;death_metal
746;progressivo
747;metalcore
748;jpdm
749;deathgrind
750;hard_core
751;death_metal
752;bree_bree
753;goregrind
754;female_vocalist
755;bay_area
756;rap
757;indie
758;hip_hop
759;acoustic
760;rock_roll
761;pop
762;emo
763;andy_six
764;post_hadcore
765;lady_gaga_play_day
766;soundtrack
767;unreleased
768;stand_out_be_proud
769;demi_lovato
770;my_childhood
771;underrated
772;one_of_her_best_songs
773;her_best
774;pop_rock
775;elvis_presley
776;gross_meaning_but_good_song
777;why_on_earth_wasnt_this_released
778;party_time
779;vanessa_hudgens
780;legend
781;10s
782;one_of_my_favorites
783;hilarious
784;american
785;never_gets_old
786;celebrities_who_one_day_im_determined_to_meet
787;nick
788;wishlist
789;10s
790;soundrack_of_my_life
791;taylor_swift
792;80s
793;pop_rock
794;play_this_loud_enough_to_raise_the_dead
795;haunting
796;music_for_tossing_furniture_around
797;masterpiece
798;unforgettable
799;genius
800;metal
801;hypnotic
802;dance
803;apocalyptic
804;sad
805;i_think_trent_reznor_is_superior_to_god
806;soundtrack
807;helplessly_singing_along
808;beautifully_depressing
809;cover
810;attitude
811;peaceful
812;great_b_side
813;songs_you_must_hear_before_you_die
814;perfection
815;rock
816;fucking_beautiful
817;sweet_
818;rock
819;my_music_pillow
820;chen_
821;post_rock
822;basque
823;brazilian
824;mellow
825;relax
826;chillout
827;medieval
828;finnish
829;blues
830;guitar
831;the_best
832;music_to_cry
833;energy
834;ukrainian
835;nostalgia
836;dreamy
837;sad
838;female_vocalist
839;sad
840;lyrics
841;absolutely_genius
842;piano
843;ballad
844;sensual
845;meditative
846;placebo
847;female_vocalist
848;metal
849;riot_grrrl
850;cover
851;rock
852;christian
853;celtic
854;spiritual
855;rave
856;mixmaster_supreme
857;disco
858;smooth_groove
859;damn_boy
860;gospel
861;house
862;90s
863;80s
864;loleeta
865;soul
866;miss_grace_jones
867;grace
868;loleatta
869;drum_'n'_bass
870;dnb
871;hot_enough_to_sweat_out_your_press_n_curl
872;quiet_storm
873;70s
874;luther_vandross
875;romantic
876;sad
877;female_vocalist
878;david_at_his_finest
879;oh_so_beautiful
880;fonky_fresh_jam
881;latin
882;slinky
883;soul
884;still_a_jam
885;fav_songs
886;pop_rock
887;new_wave
888;new_wave
889;fav_artists
890;albums_i_have_on_vinyl
891;synth_pop
892;80s
893;fav_albums
894;synth_pop
895;british
896;80s
897;new_wave
898;albums_i_have_on_cd
899;80s
900;romantic
901;80s
902;70s
903;80s
904;debut_albums
905;80s
906;pop_rock
907;synth_pop
908;80s
909;80s
910;4_star_albums
911;electronic
912;80s
913;80s
914;80s
915;80s
916;80s
917;electronic
918;american
919;b_sides
920;alternative
921;70s
922;instrumental
923;80s
924;80s
925;2_star_albums
926;80s
927;5_star_albums
928;punk
929;romantic
930;disappointing_albums
931;rock
932;70s
933;pure_aural_sex
934;songs_to_listen_to_on_a_sunny_day
935;lo_fi
936;mariah_carey
937;leona_lewis
938;world
939;weirdo_music
940;clocks
941;arjen_anthony_lucassen
942;metal
943;metroid
944;game
945;my_other_car_is_a_cdr
946;lisp
947;metal
948;alliterative
949;duke_nukem
950;epic_song
951;sicp
952;classical
953;june
954;10s
955;favourite
956;the_beowulfs_choice
957;scholes_song
958;the_pedofinder_general
959;po_kraftwerkski
960;my_pleasuredome
961;zadrotstvo
962;fun
963;touching_song
964;ogonj
965;disco
966;oni_pout
967;sweet_
968;nejlepsi
969;po_andoneovski
970;hellish_song
971;polotenchik_poet
972;my_choice
973;my_fav_voice
974;tango
975;my_calm
976;synth_pop
977;classical
978;opera
979;andrew_lloyd_webber
980;tenor
981;mezzo_soprano
982;pop
983;soprano
984;baritone
985;pop
986;alessandro_safina
987;caruso
988;the_phantom_of_the_opera
989;duet
990;turandot
991;musical
992;adagio
993;phantom_of_the_opera
994;foll
995;mepoupe
996;korean
997;romantic
998;somebody_told_me
999;alternatif
1000;anglais
1001;dark
1002;dark
1003;hardstep
1004;belarus
1005;death_metal
1006;mathcore
1007;funk
1008;bandana_music
1009;westcoast
1010;funk
1011;rap
1012;rap
1013;laglak
1014;rnb
1015;rap
1016;jazz
1017;rock
1018;jazz
1019;jazz
1020;indie
1021;aysel_gurel
1022;onno_tunc
1023;90s
1024;80s
1025;90s
1026;90s
1027;sezen_aksu
1028;80s
1029;90s
1030;80s
1031;80s
1032;90s
1033;garo_mafyan
1034;atilla_ozdemiroglu
1035;80s
1036;perdesiz_gitar
1037;banu_kirbag
1038;90s
1039;90s
1040;90s
1041;00s
1042;80s
1043;arabesk
1044;90s
1045;80s
1046;90s
1047;erkan_ogur
1048;80s
1049;gundogarken
1050;bir_yaz_daha_bitiyor
1051;istanbul
1052;baha_boduroglu
1053;turk_sanat_muzigi
1054;mozaik
1055;cook_alametler_belirdi
1056;nur_yoldas
1057;parios
1058;jazz
1059;modern_klasik
1060;ezginin_gunlugu
1061;yildirim_turker
1062;oludeniz
1063;tanju_duru
1064;selmi_andak
1065;sn
1066;70s
1067;vedat_sakman
1068;arto_tuncboyaciyan
1069;kivanc_k
1070;80s
1071;rock_roll
1072;rock
1073;loistavuus
1074;blues
1075;rock
1076;rock_roll
1077;rock_roll
1078;seattle_sound
1079;trance
1080;mexico
1081;favourite_albums
1082;gader
1083;dirty_south
1084;00s
1085;00s
1086;female_vocalist
1087;justin_timberlake
1088;jessica_simpson
1089;songwriter
1090;00s
1091;inspirational
1092;jacksons
1093;fmera_album
1094;world
1095;lofi
1096;chillout
1097;cover
1098;miserable
1099;christmas
1100;rain
1101;morning
1102;duets
1103;industri
1104;steve_albini
1105;steve_abini
1106;new_wave
1107;avantgarde
1108;marathon
1109;beer
1110;touhou
1111;hai
1112;susu
1113;utage
1114;peppy
1115;video
1116;nico
1117;iosys
1118;osu
1119;ievan_polka
1120;ryusueigun
1121;can
1122;you
1123;just
1124;gaga
1125;parody
1126;power
1127;polka
1128;spice_girls
1129;backstreet
1130;hair
1131;afro
1132;rap
1133;cut
1134;trim
1135;flave
1136;bass
1137;hoppar
1138;mafia
1139;superhit
1140;masz_do_cholery
1141;musicals
1143;ross
1150;damon_albarn
1151;drone_doom
1152;alternative
1153;hott
1154;sufoco
1155;80s
1156;fun
1157;big_hair
1158;supercool
1159;deep
1160;pop
1161;funk
1162;tecno_comedy
1163;80s
1164;80s
1165;dance
1166;hillarious
1167;hot_track
1168;fun
1169;pop
1170;positive
1171;beautiful_sounds
1172;dance
1173;gorgeous_boys
1174;soul
1175;dance
1176;mosh_song
1177;hot_voice
1178;dance
1179;romantic
1180;fun
1181;australian
1182;genius_at_work___brilliant_song
1183;dance
1184;80s
1185;eerily_beautiful
1186;pop_rock
1187;hotttttttt
1188;rock
1189;rock
1190;british
1191;ahhhhhhhhh
1192;pop_rock
1193;rock
1194;00s
1195;lush
1196;wow
1197;exclamation_mark
1198;dream_pop
1199;cheese_on_toast
1200;samey
1201;pop
1202;wooooooaaaaahh
1203;alternative
1204;hilary_duff
1205;featuring
1206;slash
1207;fergie
1208;8_bit
1209;overrated
1210;rock
1211;indie_rock
1212;favourite_artists
1213;pop_rock
1214;romantic
1215;catchy
1216;cover
1217;if_it_were_a_cake_i_could_eat_it
1218;00s
1219;j_rock
1220;metal
1221;hip_hop
1222;punk
1223;marisa_mix
1224;ben_folds
1225;tom_waits
1226;70s
1227;4/4
1228;guitar
1229;brawler
1230;blues
1231;loneliness
1232;green_day
1233;the_weakerthans
1234;the_roots
1235;regina_spektor
1236;70s
1237;00s
1238;00s
1239;horns
1240;00s
1241;iron_&_wine
1242;cake
1243;randy_newman
1244;growing_up
1245;alternative
1246;alternatif_muzik
1247;rock
1248;rio_grande_do_sul
1249;pop
1250;rock
1251;italian
1252;christian
1253;road__movie
1254;soundtrack
1255;hal
1256;instructive
1257;audio_book
1258;propaganda
1259;core
1260;school
1261;etheral
1262;hip_hop
1263;experimental
1264;breakcore
1265;speedcore
1266;hip_hop
1267;raggacore
1268;jungle
1269;8bit
1270;terror
1271;8_bit
1272;latvian
1273;breakbeat
1274;hard_core
1275;south_park
1276;cartman
1277;dominican_republic
1278;crossover
1279;death_metal
1280;ambient
1281;metal
1282;metal
1283;death_metal
1284;rock
1285;glam
1286;glam
1287;80s
1288;punk
1289;punk
1290;sleaze
1291;performer
1292;best_seller
1293;entertainer
1294;pop
1295;pop
1296;superstar
1297;grammy_winner
1298;recordwoman
1299;very_very_guilty_pleasure
1300;britney_fan
1301;heartbreaker
1302;composer
1303;mtv
1304;unreal
1305;ost
1306;record
1307;bleach
1308;star
1309;tears
1310;big_bang
1311;legend
1312;unusual_you_like
1313;blackout
1314;truth
1315;catchy
1316;j_pop
1317;emo
1318;transcendant
1319;pop
1320;pop_rock
1321;best_song
1322;metal
1323;grime
1324;artcore
1325;jumpstyle
1326;unique_song
1327;war_is_like_music
1328;dub
1329;fucking_awensome
1330;pink_floyd
1331;guns_n_roses
1332;fucking_cool
1333;american
1334;blues
1335;blues
1336;american
1337;guitar
1338;guitar
1339;seattle
1340;blues
1341;red_shoe_diaries
1342;brent_david_fraser
1343;fame_la
1344;blues
1345;dudley_taft
1346;blues
1347;excellence
1348;great_song
1349;chillout
1350;pop_rock
1351;trance
1352;romantic
1353;scottish
1354;soft_rock
1355;christmas
1356;50s
1357;dance
1358;grunge
1359;metal
1360;german
1361;death_metal
1362;metal
1363;metal
1364;bulgarian
1365;female_vocalist
1366;freestyle
1367;shred
1368;fun
1369;radio_show
1370;advice
1371;talk_show
1372;folk
1373;metal
1374;metal
1375;carrie_underwood
1376;my_fav_girls
1377;country
1378;00s
1379;pop
1380;female_vocalist
1381;carrie_underwood_favourite
1382;soundtrack
1383;pop
1384;adam_lambert
1385;lil_wayne
1386;country
1387;country
1388;my_favorite_artists
1389;female_vocalist
1390;00s
1391;country
1392;eminem
1393;linda_perry
1394;im_ok
1395;kelly_clarkson
1396;already_gone
1397;pop_rock
1398;philadelphia
1399;american
1400;fiscal_crisis
1401;relevant_now
1402;acme_of_western_civilization
1403;fingerpicking
1404;tromboners
1405;godlike
1406;eceletic
1407;fun
1408;phildelphia
1409;ents
1410;west_philly
1411;fugs
1412;upper_darby
1413;trees
1414;talking_heads
1415;weed
1416;devo
1417;phish
1418;marijuana
1419;zappa
1420;philly
1421;420
1422;trip_hop
1423;humor
1424;drugs
1425;prog
1426;quirky
1427;aufdiefresse
1428;urz
1429;family_guy
1430;big_beat
1431;aggressive
1432;humour
1433;romantic
1434;the_beatles
1435;fevereirooooo_lol
1436;music_faz_lembrar_a_a_nani_num_sei_pq_mais_eu_lembro
1437;music_gay_:d
1438;music_ki_me_faz_lembrar_meu_amor_s2
1439;digimon_xd_lol
1440;music_lembra_quando_eu_thava_7_serie_lol
1441;lol_music_boa_de_mais_da_conta
1442;ballad
1443;rock
1444;theatrical
1445;emo
1446;dramatic
1447;remix
1448;educational_music
1449;indie
1450;childrens_music
1451;progressive_rock
1452;house
1453;beatles_influenced
1454;beck_influenced
1455;dance
1456;song_for_the_dumped
1457;chillout
1458;pop
1459;horror_film_music
1460;theatre
1461;movie_music
1462;broadway
1463;eerie
1464;amy_macdonald
1465;romantic
1466;can_not_have_the_best_of_me
1467;female_vocalist
1468;reggae
1469;techno
1470;dub
1471;loose
1472;nelly
1473;furtado
1474;axe
1475;forro
1476;whitneyduncan
1477;kelly_key
1478;gothic
1479;punk
1480;indie
1481;dark
1482;dark
1483;girl_band
1484;portuguese
1485;pop
1486;french
1487;punk
1488;rock
1489;female_vocalist
1490;fav_tracks
1491;male_vocalist
1492;relax
1493;good_mood
1494;depressing
1495;sex
1496;abre_caminhos
1497;minuto_de_sabedoria
1498;stupid
1499;luz_luz_luz
1500;lyrics
1501;turkish
1502;language
1503;best_version
1504;adoro
1505;preferidas
1506;brazilian
1507;female_vocalist
1508;jack_johnson
1512;soundscape
1513;shit
1520;meow
1524;repetitive
1527;drill_n_bass
1530;breathtaking
1531;trash_metal
1532;metal
1533;metal
1534;indie
1535;rock_roll
1536;rock
1537;jazz
1538;rock
1539;hard_core
1540;burnt_fur
1541;siouxsie_and_the_banshees
1542;the_cure
1543;paradise_place
1544;the_human_league
1545;seconds
1546;ultraviolence
1547;new_order
1548;clasica
1549;70s
1550;seventies
1551;setenta
1552;setentas
1553;rb
1554;romantic
1555;noruego
1556;nordico
1557;the_nordic_sound
1558;chilena
1559;illapu
1560;books
1561;folk
1562;filmmussik
1563;pelicula
1564;spoken
1565;espana
1566;tranquility
1567;trompeta
1568;relajacion
1569;dreaming
1570;israel
1571;jerusalem
1572;la_nueva_ola_chilena
1573;classical
1574;nueva_ola
1575;vieja_ola
1576;bavarica
1577;rnb
1578;hip_hop
1579;mother_monster
1580;sasha_fierce
1581;bootylicious
1582;pop
1583;cute
1584;gold_pants
1585;beautiful_eyes
1586;dance
1587;curly_hair
1588;king_of_music
1589;romantic
1590;childhood_hero
1591;peter_pan
1592;oops_she_did_it_again
1593;pop
1594;filipino
1595;champion
1596;singer
1597;folk
1598;ellie_gouldin
1599;philippines
1600;american
1601;onerepublic
1602;the_fray
1603;philippine
1604;pinoy
1605;woman_beater
1606;douchebag
1607;asshole
1608;bizarro
1609;brazilian
1610;dragmusic
1611;better_than_radiohead
1612;eletro_pop
1613;bitch
1614;remix
1615;bewareofthedog
1616;hard_core
1617;punk
1618;punk
1619;cyber_grind
1620;faggot
1621;speedgore
1622;lolicore
1623;punk
1624;punk
1625;digital_grindcore
1626;fl_band
1627;brazilian
1628;russian
1629;haiti
1630;black_music
1631;international_singers
1632;mariah
1633;ne_yo
1634;country
1635;rem
1636;lady_antebellum
1637;beyonce_knowles
1638;robbie_williams
1639;michael
1640;samba
1641;alternativo
1642;excellent_reason_for_crying
1643;these_guys_fucking_rule
1644;fuck_yeah
1645;but_the_party_dont_stop
1646;just_makes_you_feel_good
1647;for_days_when_i_am_particularly_angry_with_you
1648;fuck_u_bitch
1649;songs_i_can_actually_listen_to_on_repeat
1650;dance
1651;boys
1652;we_should_be_together
1653;pop
1654;i_was_fighting_with_myself_not_to_listen_to_it_but_i_lost
1655;bitch_song
1656;should_have_been_on_the_album
1657;make_me_wanna_scream
1658;i_wish_i_could_make_a_video_for_this
1659;i_have_a_definite_favorite_part_in_this_song
1660;i_can_and_will_listen_to_this_song_all_day
1661;romantic
1662;romantic
1663;for_haters
1664;live_track
1665;cover
1666;soundtrack
1667;will_you_marry_me_sir
1668;its_britney_bitch
1669;edward_and_bella
1670;divorced_kids_anthem
1671;summer
1672;romantic
1673;femme_fatale
1674;lets_make_a_sandwich
1675;to_hear_when_you_wake_up
1676;broken_family
1677;i_could_imagine_hilary_duff_doing_this_song
1678;summer
1679;summer
1680;faves
1681;dark
1682;metal
1683;metal
1684;punk
1685;batcave
1686;this_isnt_wild
1687;it_just_sucks
1688;voodoo
1689;instrumental
1690;the_beach_boys_are_pussies
1691;stop_singing_dick
1692;funk
1693;mourning_for_grasshoppers
1694;rock
1695;gothic
1696;gothic
1697;music_that_has_made_me_shout_fuck_yes
1698;aw_man_i_got_the_goo_goo_itch
1699;jagger_and_bowie_boned_and_you_know_that_bowie_was_the_girl_because_hes_bowie
1700;god_damn_it_on_days_like_this_i_just_have_to_put_bela_on_loud_and_shut_my_eyes_until_the_universe_stops
1701;rock_roll
1702;ska
1703;welcome_to_drinkin_island
1704;pumpkin_fiction
1705;dick_fucking_dale_motherfucker_yes
1706;romantic
1707;cover
1708;i_take_it_back
1709;punk
1710;cover
1711;glam
1712;metal
1713;monster_sleaze
1714;country
1715;romantic
1716;synthmope
1717;i_am_going_to_dig_up_and_be_indecent_with_wendy_o
1718;gothic
1719;old_devo
1720;punk
1721;gothic
1722;hard
1723;ass_kicking_southern_sleaze
1724;glam
1725;punk
1726;go_back_to_kokomo_you_fucking_beach_boy_assholes
1727;glam
1728;arctic_monkeys
1729;deep_purple_family
1730;save_your_kisses
1731;crystal_kay
1732;taboo
1733;utada
1734;soul
1735;disco
1737;rock
1738;tribal
1739;female_vocalist
1740;trance
1741;vampirefreaks
1742;perfect_woman
1743;gothic
1744;world
1745;goddess
1746;christ_complex
1747;christian
1748;metal
1749;pop_rock
1750;deserve_to_be_more_famous_but_would_suck_if_they_became_mainstream
1751;greatest_band_in_the_universe
1752;dragonball_z
1753;cute
1754;male_vocalist
1755;youtube
1756;made_at_home
1757;cartoon
1758;cruj
1759;draco_and_the_malfoys
1760;skinny
1761;cindy_lauper
1762;queer
1763;the_best_place_to_live
1764;aaron_carter
1765;victoria_beckham
1766;nick_carter
1767;country
1768;country
1769;country
1770;country
1771;kickass
1772;chillout
1773;absofuckinglutely_insane
1774;hatris
1775;so_good
1776;incredible
1777;burnap
1778;chocolate
1779;downright_beautiful
1780;ear_sex
1781;hard_core
1782;emo
1783;singer/songwriter
1788;fresh_prince
1789;bus_stop
1790;retro
1791;female_vocalist
1792;pop_rock
1793;obama
1794;xmas_perfection
1795;californication
1796;jazz
1797;powerful
1798;alkohol
1799;kick_ass
1800;cap
1801;dub
1802;nnnnnnnnnnnnnnnnnnnnnnnnnnnn
1803;house
1804;thejunner
1805;punk
1806;add
1807;paint
1808;picasso
1809;this_is_paint
1810;electronic
1811;enough_bbq_now_your_presence_is_needed_in_albatross
1812;pop
1813;ugh
1814;david_cameron
1815;cuntservatives
1816;shih_tzu
1817;camera
1818;heat
1819;narrative
1820;hearts
1821;submission
1822;ben
1823;fuck_ben
1824;benladen
1825;sex_sex_sex
1826;sex_sex_sex_sex_sex
1827;sex_sex_sex_sex_sex_sex_sex_sex_sex_sex_sex_sex_sex_sex_sex
1828;sex_sex
1829;sex_sex_sex_sex_sex_sex
1830;sex_sex_sex_sex
1831;uk
1832;r_and_s
1833;ninja_tune
1834;jazz
1835;beats
1836;electronic
1837;triangle
1842;metal
1843;alternative
1844;mashup
1845;punk
1846;new_wave
1847;manchester
1848;my_fav
1849;orgasm
1850;roots
1851;steve_forrest
1852;groove_armada
1853;alt
1854;black_light
